0.4299846168668697,0.4023653208481807,0.16765006228494964
0.6268662161672629,0.3731337838327372,
0.8544732935101043,0.07861475420205517,0.06691195228784057
0.7118393814297632,0.21390004440688123,0.0742605741633555
0.8475479447449421,0.08731189964516295,0.06514015560989486
1.0,,
0.9311709837588339,0.06816386465771984,0.0006651515834462464
1.0,,
0.5857096076451256,0.3656234346936367,0.048666957661237735
0.937943762089586,0.048520480898308814,0.013535757012105186
1.0,,
1.0,,
0.9479633388388502,0.038056390466334335,0.01398027069481539
0.4752776930560067,0.2815446733395559,0.24317763360443737
0.9930221225961634,0.005589592093541097,0.0013882853102955115
0.7029067385949187,0.2858035915582076,0.011289669846873676
0.604344157586828,0.35390589851818294,0.04174994389498907
0.9445889730498266,0.038684800478950496,0.01672622647122287
0.5178756987822251,0.28828474665237586,0.1938395545653992
0.9846336035730621,0.014360078928104087,0.0010063174988338204
1.0,,
0.9394606868655547,0.0605393131344452,
0.5674099906028599,0.4325900093971401,
0.9157380460553552,0.07709004626468059,0.007171907679964184
0.6521493169354436,0.34785068306455635,
0.9907711940370317,0.00922880596296815,
0.8716982259668169,0.12830177403318313,
0.7606708445511966,0.1503915324519131,0.08893762299689029
1.0,,
1.0,,
0.9930777306323478,0.006922269367652302,
0.6062325718964261,0.3937674281035739,
0.6033496200899826,0.20977627002461943,0.186874109885398
0.6731544647157339,0.3268455352842662,
0.9490507200152631,0.05094927998473687,
0.6558341471082615,0.3018673436210733,0.04229850927066512
0.8812760859670064,0.0846493427106283,0.03407457132236531
0.9899172980714236,0.010082701928576458,
1.0,,
0.5629094631422861,0.43709053685771393,
1.0,,
0.9557717429892122,0.04422825701078779,
0.3981850551256027,0.37029456890260243,0.23152037597179484
0.8553022166676275,0.14469778333237246,
1.0,,
1.0,,
0.5075188332867128,0.42951425698149126,0.062966909731796
0.6960238682052671,0.3039761317947329,
0.9085139231903548,0.09148607680964523,
0.5903419369499869,0.40965806305001307,
0.9434659679705438,0.05600337567344884,0.0005306563560073695
0.745370714865352,0.17831977430939094,0.07630951082525705
0.5669361184714806,0.4330638815285193,
0.8749973147903635,0.1113407201200211,0.013661965089615428
0.7408089847268163,0.2591910152731837,
0.9408373054576199,0.03629529758601732,0.0228673969563628
1.0,,
0.9752606275605816,0.02473937243941833,
0.73973449268208,0.22473233432168158,0.03553317299623842
0.9927429266440077,0.00725707335599227,
0.9415937136225537,0.05840628637744629,
0.6581627192681075,0.22638767416115058,0.11544960657074192
0.9420009455622697,0.05799905443773037,
0.9635905274115188,0.03640947258848119,
0.6260371456224845,0.3517701919901508,0.022192662387364705
1.0,,
0.585764008861659,0.313554126576631,0.10068186456170998
0.8665836063023185,0.1334163936976815,
0.9423405795782612,0.03368151585077029,0.023977904570968454
0.8522119069106592,0.13699436264428536,0.010793730445055383
1.0,,
0.5931011311649909,0.3999469571695118,0.006951911665497252
0.6757223521426733,0.18982228588849356,0.1344553619688332
0.6451414932103559,0.35485850678964415,
1.0,,
0.8541577199794218,0.1370034319605071,0.008838848060070957
1.0,,
1.0,,
0.9894860689428002,0.010513931057199673,
0.812354666720825,0.18764533327917496,
0.8258658537765903,0.17413414622340978,
0.9150109937793511,0.08498900622064878,
